LULC_code,nir,red,blue,green,emad,smad,bcmad,nir08,nir09,swir16,swir22,coastal,rededge1,rededge2,rededge3,mndwi,ndti,cai,ndvi,evi,savi,ndwi,mci,ndci,nbi,y,x
5,0.3873,0.2596,0.2273,0.2513,0.12004216,2.02E-07,5.31E-06,0.3852,0.3805,0.3168,0.2319,0.0762,0.2194,0.327,0.3677,-0.115296603,0.016245841,-0.49785832,0.197402999,0.571422812,0.197402999,-0.212965863,1.765268915,-0.083924843,-0.100127823,-2400625,3884665
5,0.2725,0.1554,0.1754,0.1716,0.12774852,4.43E-07,6.74E-06,0.3646,0.394,0.2676,0.2005,0.0802,0.1878,0.3086,0.3434,-0.218579235,-0.049541284,-0.372456964,0.273662071,0.591241286,0.273662071,-0.227201081,1.451011715,0.094405594,-0.009072394,-2401115,3884345
5,0.2862,0.1837,0.1724,0.1913,0.16241078,4.74E-07,9.19E-06,0.3193,0.3633,0.2929,0.2342,0.1047,0.2408,0.284,0.3092,-0.209830648,-0.020266667,-0.244316131,0.218131517,0.485484754,0.218131517,-0.198743455,1.188538206,0.13451119,0.011569677,-2401855,3883945
5,0.3086,0.0926,0.0791,0.1078,0.112523094,3.08E-07,6.64E-06,0.3444,0.3649,0.2866,0.1944,0.1083,0.1689,0.2822,0.3231,-0.453346856,-0.075848303,0.155816435,0.538384845,0.534167355,0.538384845,-0.482228626,1.827116637,0.291778203,-0.036962366,-2401875,3883885
5,0.3086,0.0926,0.0791,0.1078,0.112523094,3.08E-07,6.64E-06,0.3444,0.3649,0.2866,0.1944,0.1083,0.1689,0.2822,0.3231,-0.453346856,-0.075848303,0.155816435,0.538384845,0.534167355,0.538384845,-0.482228626,1.827116637,0.291778203,-0.036962366,-2401875,3883885
5,0.3166,0.0905,0.0795,0.1036,0.12832235,4.08E-07,7.07E-06,0.3626,0.3632,0.2854,0.1786,0.1078,0.15,0.2928,0.3393,-0.467352185,-0.067490984,0.151094501,0.555391796,0.554873946,0.555391796,-0.506901475,2.110666667,0.247401247,-0.051827243,-2401855,3883895
3,0.3684,0.0653,0.0507,0.0833,0.12079965,1.27E-07,6.31E-06,0.3937,0.4001,0.2551,0.1351,0.0392,0.1371,0.3064,0.3605,-0.507683215,-0.121130552,-0.127919911,0.698870187,0.620094931,0.698870187,-0.631171131,2.687089716,0.354743083,-0.181716119,-2403395,3884175
2,0.3405,0.0343,0.0307,0.047,0.14399108,4.25E-07,9.68E-06,0.3617,0.3818,0.1517,0.0719,0.0296,0.0801,0.2528,0.3267,-0.526925013,-0.156211562,-0.018242123,0.81696905,0.62075909,0.81696905,-0.757419355,4.25093633,0.40034965,-0.383583909,-2403755,3884075
3,0.3335,0.0441,0.0393,0.0607,0.12719592,2.73E-07,7.99E-06,0.3651,0.366,0.2188,0.113,0.0483,0.1093,0.2763,0.3313,-0.565652952,-0.158396947,0.102739726,0.766419492,0.605861818,0.766419492,-0.6920345,3.051235133,0.425032595,-0.207676987,-2404035,3884215
5,0.2572,0.1772,0.167,0.1832,0.10888139,3.32E-07,5.71E-06,0.3151,0.375,0.2923,0.2324,0.0632,0.1813,0.2699,0.3007,-0.229442692,-0.016648169,-0.45091225,0.184162063,0.436183163,0.184162063,-0.168029064,1.418643133,0.011436541,0.063876251,-2404745,3884165
1,0.3193,0.0804,0.0628,0.0864,0.110859275,2.26E-07,7.06E-06,0.3655,0.3839,0.2253,0.131,0.0425,0.1301,0.2848,0.3378,-0.445620789,-0.035971223,-0.192782526,0.597698274,0.53945292,0.597698274,-0.574069509,2.454265949,0.236104513,-0.172603746,-2404835,3884225
2,0.3451,0.0471,0.0378,0.0636,0.07570205,1.73E-07,4.59E-06,0.3856,0.3922,0.1899,0.0963,0.0319,0.1066,0.2942,0.3582,-0.498224852,-0.149051491,-0.084648494,0.75981642,0.606792144,0.75981642,-0.688769268,3.237335835,0.387117762,-0.290093458,-2404895,3884215
6,0.4678,0.05,0.0469,0.0749,0.12659082,4.32E-07,6.10E-06,0.4365,0.3989,0.208,0.1194,0.1049,0.1204,0.3366,0.4106,-0.47048427,-0.199359488,0.382081686,0.806875241,0.790579429,0.806875241,-0.723972729,3.88538206,0.41314554,-0.384433264,-2404775,3885155
5,0.2534,0.2003,0.1889,0.1961,0.16620891,5.64E-07,1.07E-05,0.2711,0.3237,0.2779,0.2255,0.0843,0.1972,0.2398,0.2653,-0.17257384,0.010595358,-0.382869693,0.11703769,0.417160191,0.11703769,-0.127474972,1.284989858,-0.007798742,0.046113307,-2405225,3884005
2,0.3511,0.0462,0.0376,0.0594,0.10595332,2.46E-07,7.00E-06,0.3852,0.3531,0.1868,0.0979,0.048,0.0964,0.2845,0.3547,-0.517465475,-0.125,0.121495327,0.767430154,0.617655797,0.767430154,-0.710596833,3.642116183,0.352033661,-0.305447109,-2405285,3884005
3,0.366,0.0894,0.0671,0.1043,0.10931013,2.40E-07,7.28E-06,0.3655,0.3668,0.2857,0.1834,0.08,0.1575,0.2941,0.3371,-0.465128205,-0.076923077,0.087695445,0.607378129,0.590072544,0.607378129,-0.556453328,2.323809524,0.27582017,-0.123216204,-2405605,3883905
5,0.3903,0.0995,0.0959,0.124,0.111001365,2.22E-07,5.42E-06,0.3857,0.377,0.2645,0.1858,0.074,0.1743,0.3163,0.364,-0.361647362,-0.109619687,-0.128899353,0.593711719,0.691021647,0.593711719,-0.517791172,2.239242685,0.273192111,-0.192119731,-2406245,3883705
1,0.3622,0.0358,0.0325,0.0523,0.08515568,2.31E-07,5.68E-06,0.3877,0.3766,0.1689,0.0804,0.0339,0.0882,0.2751,0.3509,-0.527124774,-0.187287174,0.021084337,0.820100503,0.65231577,0.820100503,-0.747647768,4.106575964,0.422580645,-0.363961589,-2406725,3883665
3,0.386,0.0507,0.0429,0.0686,0.15191935,4.17E-07,8.42E-06,0.4228,0.4284,0.2445,0.1239,0.0355,0.1185,0.3169,0.3837,-0.561801341,-0.150041911,-0.094387755,0.767803984,0.668128174,0.767803984,-0.698196216,3.257383966,0.40070922,-0.224425059,-2406875,3883325
2,0.3548,0.0589,0.0445,0.072,0.12826726,1.32E-07,6.68E-06,0.3908,0.4044,0.2282,0.1222,0.0314,0.1226,0.3113,0.3665,-0.520319787,-0.100076394,-0.17259552,0.715252599,0.602495544,0.715252599,-0.662605436,2.893964111,0.350964187,-0.217152659,-2407105,3883265
2,0.3452,0.0632,0.051,0.0828,0.100927584,2.35E-07,5.54E-06,0.3879,0.3836,0.2989,0.1754,0.0549,0.1542,0.311,0.3544,-0.566151428,-0.134246575,0.036827195,0.69049951,0.596020568,0.69049951,-0.613084112,2.238651102,0.418583257,-0.071883248,-2407505,3883095
5,0.3341,0.2523,0.249,0.2218,0.1397402,3.19E-07,6.15E-06,0.3883,0.4024,0.3329,0.2603,0.0864,0.2999,0.3568,0.3805,-0.200288444,0.064332419,-0.484794275,0.139495225,0.594604243,0.139495225,-0.202014751,1.114038013,0.086200652,-0.0017991,-2407565,3883115
12,0.3469,0.0448,0.0357,0.0577,0.10599798,1.72E-07,6.52E-06,0.3717,0.3826,0.2242,0.135,0.0538,0.1235,0.2785,0.3405,-0.590634977,-0.125853659,0.202234637,0.77125351,0.610148744,0.77125351,-0.71478003,2.808906883,0.46761735,-0.214848538,-2407495,3883055
12,0.3824,0.0279,0.0276,0.047,0.104288146,1.06E-07,5.76E-06,0.4001,0.4043,0.1879,0.0951,0.0288,0.0882,0.2867,0.3611,-0.599829715,-0.255006676,0.021276596,0.86400195,0.691167709,0.86400195,-0.781089893,4.335600907,0.519379845,-0.341048571,-2407325,3883175
5,0.3673,0.1897,0.1889,0.1909,0.14728676,5.43E-07,7.19E-06,0.4067,0.3587,0.2675,0.1882,0.0854,0.1612,0.3099,0.3638,-0.167102967,-0.003152916,-0.377324098,0.318850987,0.669161883,0.318850987,-0.316015765,2.27853598,-0.081219721,-0.157214871,-2408895,3882155
5,0.2675,0.1088,0.0984,0.1168,0.072493434,2.70E-07,4.69E-06,0.3093,0.3715,0.2361,0.1734,0.048,0.1471,0.2535,0.2924,-0.338056107,-0.035460993,-0.344262295,0.421737975,0.473610759,0.421737975,-0.392141556,1.818490823,0.149667839,-0.062351072,-2408245,3882305
5,0.3445,0.1397,0.2501,0.1935,0.16215874,4.00E-07,6.99E-06,0.4142,0.3646,0.2643,0.3259,0.1202,0.2847,0.3632,0.3848,-0.154652687,-0.161464586,-0.350796651,0.422965717,2.350708584,0.422965717,-0.280669145,1.210045662,0.341658812,-0.13173456,-2407735,3880655
5,0.3291,0.1823,0.1361,0.1695,0.13101524,3.12E-07,7.64E-06,0.2983,0.3485,0.2681,0.1945,0.096,0.2062,0.2565,0.278,-0.225319927,0.036384309,-0.172770358,0.287055143,0.456762829,0.287055143,-0.32009627,1.596023278,0.061518662,-0.102143336,-2407665,3880685
2,0.3325,0.0977,0.0663,0.0959,0.15777047,4.84E-07,8.81E-06,0.3688,0.3666,0.2706,0.1773,0.0587,0.1596,0.2943,0.3395,-0.476671214,0.009297521,-0.0608,0.545792655,0.516057547,0.545792655,-0.552287582,2.083333333,0.240575204,-0.102636379,-2407585,3879965
2,0.3084,0.1114,0.0779,0.1077,0.15148538,3.53E-07,8.08E-06,0.3305,0.3556,0.2608,0.1711,0.0446,0.1502,0.2664,0.3061,-0.415468114,0.016887266,-0.271836735,0.469271081,0.473663423,0.469271081,-0.482335977,2.053262317,0.148318043,-0.083626142,-2407575,3879915
1,0.3396,0.0329,0.0326,0.0562,0.1321968,2.33E-07,8.48E-06,0.3462,0.3576,0.1846,0.0904,0.0342,0.0991,0.2685,0.319,-0.533222591,-0.261503928,0.023952096,0.823355705,0.631411992,0.823355705,-0.716018191,3.426841574,0.501515152,-0.295688668,-2407495,3879635
2,0.3561,0.0498,0.0426,0.0724,0.10689666,2.42E-07,5.83E-06,0.385,0.3613,0.215,0.1143,0.0398,0.1249,0.3069,0.3573,-0.496172582,-0.184942717,-0.033980583,0.754619364,0.629361989,0.754619364,-0.662077013,2.851080865,0.429879794,-0.247067064,-2406855,3878845
12,0.3363,0.0582,0.0459,0.0709,0.20202085,7.83E-07,1.36E-05,0.331,0.411,0.2081,0.123,0.0445,0.1124,0.2594,0.3054,-0.491756272,-0.098373354,-0.015486726,0.704942966,0.583448276,0.704942966,-0.651768173,2.991992883,0.317702227,-0.235488611,-2406865,3878715
2,0.443,0.0444,0.0399,0.0698,0.1229486,3.65E-07,6.56E-06,0.3934,0.3952,0.2155,0.1204,0.0397,0.1183,0.3051,0.3644,-0.510690501,-0.222416813,-0.002512563,0.817808781,0.75389143,0.817808781,-0.727769111,3.744716822,0.454210203,-0.345482156,-2406345,3878065
12,0.3233,0.0553,0.0438,0.0685,0.19254558,6.00E-07,1.04E-05,0.366,0.4043,0.206,0.1201,0.0399,0.1219,0.2808,0.3355,-0.500910747,-0.106623586,-0.046594982,0.707871104,0.567578773,0.707871104,-0.650331802,2.652173913,0.375846501,-0.221613452,-2406375,3877955
6,0.3813,0.046,0.0374,0.063,0.1302487,2.22E-07,7.69E-06,0.4347,0.4147,0.2185,0.1151,0.0345,0.1126,0.3386,0.408,-0.552397869,-0.155963303,-0.040333797,0.784694594,0.658955549,0.784694594,-0.716407833,3.386323268,0.419924338,-0.271423808,-2405885,3876855
2,0.4046,0.0461,0.0407,0.0712,0.18366337,2.88E-07,9.39E-06,0.419,0.4351,0.2293,0.119,0.0359,0.1212,0.3289,0.389,-0.526123128,-0.213981245,-0.062663185,0.795429332,0.701624332,0.795429332,-0.700714586,3.338283828,0.448894202,-0.276542041,-2405845,3877195
2,0.302,0.0563,0.0389,0.0618,0.25471622,1.25E-06,1.35E-05,0.3526,0.3879,0.2159,0.1301,0.0377,0.1164,0.2729,0.3241,-0.554915376,-0.046570703,-0.015665796,0.685738208,0.518304217,0.685738208,-0.660252886,2.594501718,0.348002316,-0.16624831,-2405095,3876255
2,0.3678,0.0484,0.0424,0.0698,0.17225574,3.24E-07,1.15E-05,0.3656,0.3992,0.1836,0.0996,0.0359,0.109,0.2788,0.3383,-0.449092344,-0.181049069,-0.083014049,0.76741951,0.649977615,0.76741951,-0.680987203,3.374311927,0.385006353,-0.33405876,-2404225,3875725
2,0.2549,0.056,0.0428,0.0578,0.118565,5.66E-07,9.51E-06,0.2688,0.3042,0.1693,0.1019,0.0362,0.0901,0.2041,0.2506,-0.49097314,-0.015817223,-0.083544304,0.639755548,0.457713206,0.639755548,-0.630316597,2.829078801,0.23340178,-0.201791608,-2404185,3876975
2,0.3379,0.0446,0.0389,0.0588,0.09444954,3.57E-07,6.99E-06,0.3683,0.3706,0.1913,0.1006,0.0354,0.0991,0.2835,0.3423,-0.529788085,-0.137330754,-0.047106326,0.766797386,0.60905804,0.766797386,-0.703554323,3.409687185,0.379262352,-0.27702192,-2404085,3877015
3,0.35,0.0501,0.0419,0.073,0.11330615,2.11E-07,6.79E-06,0.3637,0.3787,0.2001,0.1038,0.039,0.1216,0.2889,0.3374,-0.46539729,-0.18602762,-0.035846724,0.749562609,0.617278408,0.749562609,-0.654846336,2.878289474,0.416423995,-0.27249591,-2404085,3876815
2,0.3237,0.077,0.0538,0.0781,0.3004718,2.11E-06,1.57E-05,0.3414,0.3432,0.2577,0.1667,0.0444,0.1335,0.2768,0.3186,-0.534842168,-0.007092199,-0.095723014,0.615672573,0.529771379,0.615672573,-0.611249378,2.424719101,0.268408551,-0.113519092,-2403045,3877455
3,0.3535,0.0773,0.0563,0.0889,0.12727773,3.12E-07,6.56E-06,0.3795,0.421,0.2466,0.1526,0.0402,0.1431,0.3076,0.3525,-0.470044709,-0.069795427,-0.166839378,0.641132776,0.578079639,0.641132776,-0.598101266,2.470300489,0.298548094,-0.178136977,-2403145,3877395
3,0.4149,0.0506,0.0413,0.071,0.17309389,5.03E-07,1.02E-05,0.3694,0.3517,0.2299,0.1374,0.0404,0.1236,0.2874,0.3399,-0.528082419,-0.167763158,-0.011015912,0.782599356,0.700372671,0.782599356,-0.707758798,3.356796117,0.419058553,-0.28691067,-2403025,3877425
3,0.437,0.0334,0.0336,0.0616,0.122329146,8.18E-08,6.53E-06,0.4566,0.4332,0.2089,0.0997,0.028,0.1075,0.351,0.4305,-0.544547135,-0.296842105,-0.090909091,0.857993197,0.764472355,0.857993197,-0.752908143,4.065116279,0.525904897,-0.353150643,-2402055,3877905
3,0.4064,0.0507,0.0462,0.0773,0.15890644,2.94E-07,8.46E-06,0.4202,0.4303,0.2158,0.1122,0.0404,0.1246,0.3255,0.3938,-0.472534971,-0.2078125,-0.066974596,0.778166703,0.707646067,0.778166703,-0.680380401,3.261637239,0.421563035,-0.306332369,-2401845,3877995
3,0.4111,0.0475,0.0426,0.0764,0.12298412,1.33E-07,6.53E-06,0.4607,0.4506,0.2247,0.1129,0.041,0.1222,0.3559,0.4288,-0.4925274,-0.233252623,-0.019138756,0.792847798,0.712080488,0.792847798,-0.686564103,3.364157119,0.440188568,-0.293173954,-2401915,3877915
3,0.4326,0.0538,0.0486,0.0842,0.14228849,2.47E-07,6.38E-06,0.4501,0.4121,0.2308,0.1189,0.0416,0.1295,0.3488,0.4198,-0.465396825,-0.220289855,-0.077605322,0.778782895,0.73887411,0.778782895,-0.674148607,3.340540541,0.412984179,-0.304190534,-2401845,3877935
2,0.3737,0.0507,0.0462,0.0767,0.19431396,4.10E-07,9.45E-06,0.4097,0.4383,0.2335,0.1193,0.04,0.1249,0.3169,0.378,-0.505480335,-0.204081633,-0.071925754,0.761074458,0.663624756,0.761074458,-0.659413854,2.991993595,0.422551253,-0.230895916,-2401145,3878335
2,0.3365,0.0768,0.0589,0.0934,0.14108251,3.38E-07,7.91E-06,0.359,0.3629,0.2764,0.1656,0.0498,0.1525,0.2981,0.3346,-0.494862088,-0.097532315,-0.083716651,0.628357126,0.563940836,0.628357126,-0.565480344,2.206557377,0.330135194,-0.098058411,-2401045,3878245
2,0.4552,0.0431,0.0413,0.0724,0.18058433,2.36E-07,7.31E-06,0.4741,0.3782,0.249,0.1327,0.0494,0.1275,0.3852,0.4511,-0.549471064,-0.253679654,0.089305402,0.82701184,0.779815534,0.82701184,-0.725549659,3.570196078,0.494724502,-0.292814541,-2401005,3878365
2,0.3085,0.0565,0.0482,0.0694,0.1872592,5.03E-07,1.13E-05,0.323,0.3564,0.1966,0.113,0.045,0.1127,0.2519,0.3018,-0.478195489,-0.102462272,-0.034334764,0.690410959,0.555793157,0.690410959,-0.632707065,2.737355812,0.3321513,-0.221540289,-2400835,3878445
2,0.3684,0.0833,0.064,0.0979,0.22203672,1.64E-06,1.25E-05,0.3803,0.3511,0.2373,0.1502,0.0586,0.1511,0.312,0.3588,-0.415871122,-0.080573951,-0.044045677,0.631171131,0.603443308,0.631171131,-0.580098649,2.43812045,0.289249147,-0.216443784,-2400655,3878365
5,0.2323,0.1803,0.1589,0.1725,0.11203137,2.48E-07,7.39E-06,0.2498,0.3221,0.254,0.2238,0.0752,0.1745,0.2265,0.2442,-0.19109027,0.022108844,-0.357539513,0.126030053,0.356796008,0.126030053,-0.147727273,1.331232092,-0.016347238,0.044622661,-2399445,3876235
2,0.3526,0.0623,0.0522,0.0804,0.257121,5.85E-07,1.38E-05,0.3891,0.3922,0.2123,0.1188,0.0415,0.1214,0.3042,0.3638,-0.450632046,-0.126839523,-0.114194237,0.699686671,0.613678927,0.699686671,-0.628637413,2.904448105,0.321720196,-0.248362542,-2398765,3875645
3,0.5009,0.0522,0.0497,0.0915,0.18784164,1.56E-07,7.44E-06,0.5174,0.4635,0.2844,0.1417,0.0444,0.1358,0.3984,0.4785,-0.513168396,-0.27348643,-0.056323061,0.811245706,0.832587505,0.811245706,-0.691087103,3.688512518,0.444680851,-0.275690819,-2399005,3875475
2,0.3529,0.0841,0.0652,0.0987,0.18165758,4.15E-07,9.31E-06,0.3666,0.4271,0.2353,0.1466,0.0463,0.1402,0.2958,0.3398,-0.408982036,-0.079868709,-0.169506726,0.615102975,0.583229814,0.615102975,-0.562887511,2.517118402,0.250111458,-0.199931996,-2398445,3876155
2,0.314,0.0777,0.0578,0.0874,0.26180825,1.14E-06,1.42E-05,0.3292,0.364,0.2147,0.1306,0.0427,0.1215,0.2629,0.308,-0.421383648,-0.058752271,-0.150248756,0.603267807,0.525209772,0.603267807,-0.564524165,2.58436214,0.219879518,-0.187819179,-2398465,3876175
3,0.3053,0.0751,0.0557,0.0835,0.26731864,1.45E-06,1.46E-05,0.3379,0.3716,0.234,0.152,0.0448,0.1401,0.2762,0.3145,-0.474015748,-0.05296343,-0.108457711,0.605152471,0.514254755,0.605152471,-0.570473251,2.179157744,0.30204461,-0.132208418,-2398485,3876135
3,0.3399,0.0709,0.0541,0.0849,0.25480375,1.29E-06,1.39E-05,0.3435,0.3314,0.2264,0.1398,0.047,0.134,0.2741,0.3205,-0.454545455,-0.089858793,-0.070227498,0.654819864,0.572873377,0.654819864,-0.600282486,2.536567164,0.3079551,-0.200423804,-2397625,3876755
2,0.3891,0.0553,0.0434,0.076,0.0920018,2.50E-07,5.29E-06,0.3565,0.3695,0.2218,0.1352,0.0358,0.1249,0.2819,0.3349,-0.489590329,-0.157654227,-0.095959596,0.751125113,0.657481726,0.751125113,-0.673188562,3.115292234,0.386237514,-0.273858242,-2397615,3876785
2,0.3888,0.049,0.0421,0.0733,0.17589897,4.10E-07,9.66E-06,0.3691,0.3261,0.226,0.1366,0.0385,0.1262,0.2924,0.3436,-0.510190444,-0.198691742,-0.044665012,0.776153495,0.675176475,0.776153495,-0.682752651,3.080824089,0.440639269,-0.264801561,-2397625,3876775
2,0.3377,0.063,0.0476,0.0785,0.1837194,6.40E-07,1.07E-05,0.3336,0.3175,0.2123,0.1322,0.0366,0.1296,0.2719,0.31,-0.460110041,-0.109540636,-0.13064133,0.685550287,0.57499816,0.685550287,-0.622777511,2.605709877,0.345794393,-0.228,-2397635,3876815
2,0.2394,0.0811,0.0589,0.0809,0.11557092,1.68E-07,9.12E-06,0.2793,0.3354,0.2007,0.1288,0.0394,0.1164,0.2216,0.2598,-0.425426136,0.001234568,-0.19837233,0.493915757,0.402881059,0.493915757,-0.494848579,2.056701031,0.178734177,-0.08793456,-2397235,3877005
2,0.2646,0.1107,0.0774,0.1024,0.15535888,4.10E-07,9.68E-06,0.2978,0.332,0.2341,0.1653,0.0567,0.143,0.2425,0.2796,-0.391381872,0.03894885,-0.154362416,0.410071942,0.408514426,0.410071942,-0.441961853,1.85034965,0.127315727,-0.061159013,-2397315,3877045
2,0.3842,0.0733,0.0617,0.0935,0.24672316,7.02E-07,1.29E-05,0.4079,0.4285,0.2317,0.1302,0.0438,0.1376,0.3293,0.3861,-0.42496925,-0.121103118,-0.169668246,0.679562842,0.651753903,0.679562842,-0.608540925,2.792151163,0.304883831,-0.247605131,-2396885,3876795
3,0.3698,0.065,0.0537,0.0852,0.2243062,5.40E-07,1.20E-05,0.4022,0.4132,0.225,0.1286,0.046,0.1319,0.3216,0.3761,-0.450676983,-0.13448735,-0.077231695,0.70101196,0.633359125,0.70101196,-0.625494505,2.803639121,0.339766379,-0.243443174,-2396995,3876845
2,0.3001,0.0726,0.0559,0.0785,0.112883784,3.98E-07,7.53E-06,0.3041,0.348,0.2091,0.1277,0.0465,0.1181,0.2405,0.2849,-0.454102921,-0.039046989,-0.091796875,0.610410518,0.514755593,0.610410518,-0.585314316,2.541066892,0.238594651,-0.178711705,-2396525,3876535
2,0.2824,0.0843,0.0564,0.0833,0.20934452,1.36E-06,1.38E-05,0.3071,0.3452,0.2272,0.149,0.0639,0.1353,0.252,0.2884,-0.463446055,0.005966587,0.06234414,0.540223616,0.455391151,0.540223616,-0.54443533,2.087213599,0.232240437,-0.108320251,-2396635,3876485
2,0.2224,0.0709,0.0507,0.071,0.18487725,1.70E-06,1.52E-05,0.2294,0.2979,0.1759,0.121,0.0486,0.1061,0.1929,0.2168,-0.424868368,-0.000704722,-0.021148036,0.51653597,0.382706797,0.51653597,-0.516019087,2.096135721,0.198870056,-0.116746171,-2396605,3876555
3,0.3812,0.064,0.0507,0.0866,0.15523636,3.89E-07,8.21E-06,0.3768,0.3532,0.2516,0.1472,0.058,0.1337,0.3028,0.3519,-0.487876996,-0.150066401,0.067157314,0.712488769,0.64190043,0.712488769,-0.629756306,2.851159312,0.352554375,-0.204804046,-2396495,3875475
2,0.4011,0.0514,0.0443,0.0773,0.12316218,1.38E-07,6.03E-06,0.4384,0.3784,0.2181,0.1134,0.0389,0.1156,0.3397,0.4064,-0.476641842,-0.201243201,-0.064903846,0.77281768,0.690760574,0.77281768,-0.676839465,3.469723183,0.384431138,-0.295542636,-2396455,3875475
4,0.3905,0.0343,0.0368,0.0637,0.074354164,2.14E-07,4.52E-06,0.3766,0.3182,0.1334,0.0622,0.0438,0.0941,0.2947,0.3572,-0.3536276,-0.3,0.086848635,0.838512241,0.71343634,0.838512241,-0.719506825,4.149840595,0.465732087,-0.490742508,-2396315,3875455
5,0.2193,0.1728,0.0809,0.0986,0.1037278,3.88E-07,6.13E-06,0.287,0.3634,0.2622,0.2146,0.0598,0.1953,0.2709,0.2904,-0.453436807,0.2733972,-0.149964463,0.118592196,0.227635129,0.118592196,-0.379679144,1.122887865,0.061124694,0.089096573,-2396535,3875865
3,0.3381,0.0633,0.0487,0.0849,0.15978636,1.61E-07,1.02E-05,0.352,0.3717,0.2167,0.1161,0.0388,0.1373,0.2725,0.3117,-0.437002653,-0.145748988,-0.113142857,0.684603886,0.578087458,0.684603886,-0.59858156,2.462490896,0.36889332,-0.218817592,-2396905,3875635
12,0.3429,0.0514,0.041,0.0713,0.09044344,1.68E-07,5.38E-06,0.3867,0.3858,0.2115,0.11,0.0346,0.1345,0.3012,0.3459,-0.495756719,-0.162184189,-0.084656085,0.739284809,0.599680012,0.739284809,-0.655721873,2.549442379,0.447014524,-0.237012987,-2396795,3875665
3,0.2892,0.0581,0.0432,0.0735,0.105456725,2.42E-07,5.99E-06,0.3204,0.3422,0.1984,0.1084,0.034,0.1253,0.245,0.281,-0.459360059,-0.117021277,-0.119170984,0.665418946,0.506089207,0.665418946,-0.594706369,2.308060654,0.366412214,-0.186218212,-2396865,3875725
3,0.4371,0.0709,0.0585,0.0952,0.18011394,4.88E-07,7.37E-06,0.4488,0.4256,0.2653,0.1443,0.0555,0.1549,0.3567,0.4192,-0.47184466,-0.146297411,-0.026315789,0.720866142,0.717717296,0.720866142,-0.64230697,2.821820529,0.372010629,-0.244589977,-2396845,3875525
3,0.379,0.0892,0.0649,0.1019,0.17552747,6.12E-07,8.97E-06,0.4164,0.4203,0.2868,0.1664,0.0547,0.1599,0.3334,0.385,-0.475688191,-0.066457352,-0.085284281,0.618966254,0.601282006,0.618966254,-0.576211271,2.370231395,0.283821758,-0.138480024,-2396805,3875515
1,0.3367,0.0379,0.0347,0.0559,0.16188882,2.56E-07,1.02E-05,0.386,0.4199,0.1596,0.0768,0.032,0.0935,0.2836,0.3545,-0.481206497,-0.191897655,-0.04047976,0.797650828,0.616520305,0.797650828,-0.715231788,3.601069519,0.423135464,-0.356840621,-2397065,3875635
3,0.4457,0.046,0.0436,0.0779,0.10954635,1.51E-07,6.13E-06,0.4511,0.4332,0.1993,0.0943,0.043,0.12,0.3476,0.4148,-0.437950938,-0.257465698,-0.006928406,0.812894041,0.765935327,0.812894041,-0.702444614,3.714166667,0.445783133,-0.382015504,-2396975,3875565
2,0.428,0.04,0.0371,0.0734,0.12271029,2.38E-07,5.94E-06,0.4352,0.3912,0.2236,0.1152,0.0298,0.1221,0.343,0.4094,-0.505723906,-0.294532628,-0.109118087,0.829059829,0.741140493,0.829059829,-0.707219785,3.505323505,0.506477483,-0.31368938,-2397575,3875365
2,0.3458,0.0285,0.0274,0.0568,0.1329373,2.79E-07,8.14E-06,0.4018,0.4004,0.1884,0.0893,0.0285,0.1034,0.306,0.3705,-0.536704731,-0.331770223,0.019677996,0.847715736,0.63753527,0.847715736,-0.717834078,3.344294004,0.567854435,-0.2946462,-2397725,3875315
3,0.4091,0.052,0.0428,0.0804,0.12491533,1.25E-07,6.32E-06,0.4087,0.384,0.22,0.115,0.0314,0.1294,0.3239,0.377,-0.464713715,-0.214501511,-0.153638814,0.774452396,0.693343333,0.774452396,-0.671501532,3.161514683,0.426681367,-0.300588142,-2397435,3875515
2,0.3537,0.0413,0.0322,0.0604,0.12096461,2.06E-07,7.44E-06,0.3533,0.2838,0.199,0.114,0.0282,0.1135,0.2834,0.3312,-0.534309946,-0.187807276,-0.066225166,0.790886076,0.619816176,0.790886076,-0.708283023,3.116299559,0.466408269,-0.279898679,-2398475,3874625
2,0.4104,0.0354,0.03,0.0588,0.1412047,1.33E-07,8.57E-06,0.395,0.3347,0.2062,0.1151,0.0281,0.1154,0.3141,0.3691,-0.556226415,-0.248407643,-0.032702238,0.841184388,0.708685077,0.841184388,-0.749360614,3.556325823,0.530503979,-0.331170937,-2398495,3874625
2,0.3033,0.0828,0.0554,0.0883,0.118951276,1.38E-07,6.61E-06,0.3438,0.3452,0.2116,0.1293,0.0266,0.1233,0.275,0.3194,-0.411137046,-0.032144944,-0.351219512,0.571095571,0.48783042,0.571095571,-0.549029622,2.459854015,0.19650655,-0.178092834,-2398235,3874765
2,0.3424,0.0332,0.0302,0.0515,0.14459333,1.58E-07,8.62E-06,0.3472,0.3749,0.1439,0.0701,0.0252,0.0793,0.2571,0.3256,-0.472876151,-0.216056671,-0.090252708,0.823216187,0.625655844,0.823216187,-0.738512313,4.31778058,0.409777778,-0.408184248,-2397945,3874915
5,0.3513,0.2833,0.22,0.2557,0.119549155,1.45E-07,5.04E-06,0.3548,0.358,0.3539,0.3778,0.1705,0.2871,0.2977,0.3232,-0.161089239,0.051205937,-0.126760563,0.107154113,0.424630647,0.107154113,-0.157495881,1.223615465,0.006661992,0.003686897,-2400655,3878695
