LULC_code,nir,red,blue,green,emad,smad,bcmad,nir08,nir09,swir16,swir22,coastal,rededge1,rededge2,rededge3,mndwi,ndti,cai,ndvi,evi,savi,ndwi,mci,ndci,nbi,y,x
5,0.2715,0.0722,0.0566,0.0795,0.13209929,7.53E-07,9.85E-06,0.2872,0.3212,0.2087,0.1417,0.0518,0.1355,0.2353,0.2673,-0.448299792,-0.048121292,-0.044280443,0.579866162,0.473793157,0.579866162,-0.547008547,2.003690037,0.30476649,-0.130778842,-2392005,3861815
3,0.3325,0.1186,0.0951,0.1268,0.11822789,6.91E-07,7.82E-06,0.3184,0.3322,0.2272,0.1504,0.0517,0.1674,0.2667,0.297,-0.283615819,-0.033414833,-0.295640327,0.474174241,0.535484841,0.474174241,-0.447855432,1.986260454,0.170629371,-0.188136502,-2392015,3861835
5,0.3582,0.1758,0.1266,0.1663,0.102641806,1.34E-07,4.73E-06,0.3844,0.3334,0.3091,0.2158,0.0709,0.2476,0.3303,0.3571,-0.300378629,0.027769658,-0.282025316,0.341573034,0.491766314,0.341573034,-0.365872259,1.446688207,0.169579594,-0.073580099,-2391725,3860685
12,0.3073,0.0773,0.0567,0.0861,0.0704892,2.75E-07,4.42E-06,0.3382,0.3409,0.2399,0.1614,0.0493,0.1473,0.2699,0.313,-0.471779141,-0.053855569,-0.069811321,0.598023921,0.513393023,0.598023921,-0.56227758,2.086218601,0.311665183,-0.123172515,-2391765,3860925
5,0.3143,0.1291,0.0979,0.1287,0.076590754,1.40E-07,4.49E-06,0.3238,0.3437,0.2547,0.1737,0.0579,0.1625,0.2584,0.2991,-0.328638498,0.00155159,-0.256739409,0.417681552,0.484737755,0.417681552,-0.418961625,1.934153846,0.114540466,-0.104745167,-2391225,3859765
3,0.3081,0.0967,0.0733,0.106,0.06952218,1.66E-07,4.11E-06,0.3281,0.339,0.2802,0.192,0.057,0.1627,0.2719,0.306,-0.451061626,-0.045880612,-0.125095932,0.522233202,0.503193754,0.522233202,-0.488046366,1.89366933,0.254433308,-0.047424783,-2391205,3859715
5,0.3491,0.1242,0.09,0.1263,0.06898234,2.37E-07,3.76E-06,0.3561,0.3521,0.2732,0.1896,0.0668,0.1717,0.292,0.3316,-0.367709637,-0.008383234,-0.147959184,0.475174308,0.527407877,0.475174308,-0.468657972,2.033197437,0.160527205,-0.121966897,-2391095,3859515
2,0.3502,0.0566,0.044,0.0781,0.08743123,2.09E-07,5.03E-06,0.3602,0.3453,0.2289,0.1347,0.0389,0.1357,0.2924,0.3359,-0.491205212,-0.159613957,-0.061519903,0.72173058,0.602220915,0.72173058,-0.635302358,2.580692704,0.411336453,-0.20946296,-2391045,3859505
3,0.242,0.0693,0.0465,0.0708,0.20884475,1.26E-06,1.39E-05,0.2716,0.2981,0.2033,0.1404,0.0422,0.1218,0.2169,0.2523,-0.483400219,-0.010706638,-0.048478016,0.554770318,0.409228066,0.554770318,-0.547314578,1.986863711,0.274725275,-0.086907703,-2390745,3859015
5,0.3361,0.1296,0.0913,0.1256,0.09549926,4.43E-07,4.75E-06,0.3333,0.379,0.2115,0.1225,0.0367,0.1467,0.2582,0.2982,-0.254820528,0.015673981,-0.4265625,0.44341851,0.497323209,0.44341851,-0.45592376,2.291070211,0.061889251,-0.227538349,-2390395,3858405
2,0.3178,0.0576,0.0396,0.0654,0.083261676,1.82E-07,4.69E-06,0.3541,0.3582,0.212,0.1202,0.0677,0.1173,0.2771,0.3316,-0.528478731,-0.063414634,0.261882572,0.693127331,0.539300351,0.693127331,-0.658663883,2.709292413,0.341337907,-0.199697999,-2390455,3858435
3,0.3524,0.1154,0.0799,0.1257,0.08464017,2.64E-07,4.54E-06,0.358,0.3558,0.266,0.1824,0.065,0.176,0.2843,0.3247,-0.358182282,-0.042720863,-0.102829538,0.506626764,0.529625402,0.506626764,-0.474168584,2.002272727,0.207961565,-0.139715395,-2390445,3858475
5,0.3418,0.1138,0.0853,0.1165,0.07560572,2.14E-07,3.96E-06,0.37,0.3766,0.2797,0.2051,0.0714,0.1757,0.309,0.3464,-0.411913175,-0.011723838,-0.088704531,0.500438982,0.534859371,0.500438982,-0.491599389,1.945361411,0.213816926,-0.099919549,-2390045,3858335
5,0.313,0.1017,0.1514,0.1124,0.1481013,7.89E-07,8.93E-06,0.3888,0.3977,0.2627,0.1724,0.0686,0.1403,0.2746,0.335,-0.400693148,-0.049976646,-0.376363636,0.509524958,0.864288435,0.509524958,-0.471556182,2.230933713,0.159504132,-0.087371895,-2389205,3858305
5,0.3458,0.1162,0.0892,0.1136,0.11646696,1.80E-07,5.99E-06,0.3813,0.3669,0.2672,0.1761,0.0681,0.1866,0.3081,0.3482,-0.403361345,0.011314186,-0.134138589,0.496969697,0.544614265,0.496969697,-0.505441881,1.853161844,0.232496697,-0.12822186,-2389175,3858365
3,0.3539,0.1258,0.0935,0.1347,0.09539832,2.13E-07,5.17E-06,0.3496,0.3572,0.2752,0.2018,0.0661,0.1747,0.2913,0.3318,-0.342766528,-0.034165067,-0.171679198,0.475505524,0.539237628,0.475505524,-0.448628735,2.025758443,0.162728785,-0.125099348,-2389375,3858355
5,0.2864,0.1627,0.127,0.1508,0.08334682,1.57E-07,4.45E-06,0.332,0.3614,0.2803,0.2202,0.067,0.1881,0.2751,0.3111,-0.30039434,0.037958533,-0.309278351,0.275439768,0.422334173,0.275439768,-0.310155535,1.522594365,0.072405929,-0.010764073,-2389355,3858355
5,0.3188,0.2156,0.1774,0.2093,0.090072356,1.46E-07,3.42E-06,0.4067,0.387,0.3822,0.3371,0.0811,0.349,0.3859,0.4034,-0.292307692,0.014827018,-0.372533849,0.193113772,0.453545518,0.193113772,-0.207347093,0.913467049,0.236273468,0.090442225,-2388425,3858445
5,0.2361,0.1388,0.108,0.1255,0.1251112,3.41E-07,7.49E-06,0.298,0.3474,0.2782,0.2159,0.0703,0.1915,0.2637,0.2865,-0.378251177,0.050321604,-0.211441391,0.259535876,0.35860672,0.259535876,-0.305862832,1.232898172,0.159551922,0.081858837,-2388575,3858445
5,0.3647,0.1249,0.0942,0.1316,0.09515295,2.07E-07,5.25E-06,0.3883,0.3829,0.2462,0.1434,0.0614,0.1611,0.3074,0.3585,-0.303335098,-0.026120858,-0.210796915,0.489787582,0.559001137,0.489787582,-0.469675599,2.263811297,0.126573427,-0.193976101,-2388575,3858365
5,0.2949,0.0778,0.0545,0.0779,0.08096977,1.97E-07,4.51E-06,0.3245,0.3505,0.2565,0.1927,0.0472,0.1425,0.2639,0.3079,-0.534090909,-0.000642261,-0.071779744,0.582506037,0.487416386,0.582506037,-0.582081545,2.069473684,0.293690422,-0.069640914,-2388025,3858355
3,0.3179,0.1096,0.079,0.1167,0.10802706,2.33E-07,5.67E-06,0.3286,0.3765,0.2367,0.1702,0.043,0.153,0.2694,0.3105,-0.339558574,-0.031374282,-0.295081967,0.487251462,0.495408532,0.487251462,-0.462954441,2.077777778,0.165270373,-0.146411828,-2387965,3858385
3,0.3603,0.1176,0.0879,0.1233,0.11147358,3.54E-07,5.15E-06,0.3684,0.3676,0.2696,0.1893,0.0512,0.1736,0.3001,0.3478,-0.372359379,-0.02366127,-0.263838965,0.50784683,0.556748303,0.50784683,-0.490074442,2.075460829,0.192307692,-0.14399111,-2391015,3858315
1,0.3979,0.0337,0.0319,0.0537,0.11640737,2.14E-07,7.02E-06,0.426,0.3675,0.1685,0.0837,0.0311,0.0935,0.3082,0.3919,-0.516651665,-0.228832952,-0.012698413,0.843836886,0.706213029,0.843836886,-0.762178919,4.255614973,0.470125786,-0.405014124,-2391045,3858505
2,0.3139,0.1154,0.084,0.1136,0.17047074,4.69E-07,1.01E-05,0.3408,0.3422,0.2377,0.1651,0.0527,0.1503,0.2746,0.3194,-0.353259323,0.007860262,-0.228968544,0.46238062,0.486340187,0.46238062,-0.468538012,2.088489687,0.131351148,-0.138143582,-2391075,3858325
2,0.4077,0.0428,0.038,0.0646,0.18499555,2.83E-07,9.54E-06,0.4148,0.4068,0.21,0.1179,0.0398,0.1089,0.3218,0.3802,-0.529497451,-0.202979516,0.023136247,0.809988901,0.707828924,0.809988901,-0.726445056,3.743801653,0.435728411,-0.320058281,-2391035,3858275
2,0.3682,0.0581,0.0422,0.0692,0.13732032,5.87E-07,7.25E-06,0.3929,0.3472,0.2277,0.1357,0.0478,0.1223,0.3139,0.373,-0.533849781,-0.087195601,0.062222222,0.727422003,0.615868028,0.727422003,-0.683584819,3.010629599,0.355875831,-0.235777815,-2391095,3858305
1,0.3738,0.0362,0.0339,0.0625,0.08085576,1.78E-07,4.53E-06,0.3969,0.3995,0.166,0.0794,0.0316,0.1033,0.3019,0.3661,-0.452954048,-0.266464032,-0.035114504,0.823414634,0.672002992,0.823414634,-0.713499885,3.618586641,0.481003584,-0.384957392,-2391305,3858475
1,0.3827,0.0351,0.033,0.0543,0.15449789,3.99E-07,8.11E-06,0.4267,0.3793,0.1897,0.0982,0.033,0.0963,0.3171,0.3953,-0.554918033,-0.214765101,0,0.831977022,0.684834299,0.831977022,-0.751487414,3.97403946,0.465753425,-0.337176799,-2391125,3858645
2,0.3535,0.1124,0.0768,0.1093,0.12831207,3.70E-07,6.95E-06,0.3812,0.3436,0.2424,0.1589,0.0433,0.1458,0.3057,0.3602,-0.378447541,0.01398286,-0.278934221,0.517493024,0.531269371,0.517493024,-0.527657736,2.424554184,0.129357088,-0.186440678,-2391195,3858325
2,0.333,0.0438,0.0344,0.0584,0.12738666,5.57E-07,7.46E-06,0.3531,0.3427,0.2237,0.1335,0.0407,0.125,0.2912,0.3402,-0.585962425,-0.142857143,0.083888149,0.767515924,0.589550007,0.767515924,-0.701584057,2.664,0.481042654,-0.196335549,-2391195,3858295
3,0.2889,0.0669,0.0446,0.0685,0.19400927,8.53E-07,1.22E-05,0.324,0.3372,0.211,0.1316,0.0356,0.1194,0.2491,0.2968,-0.509838998,-0.011816839,-0.112219451,0.623946037,0.483367753,0.623946037,-0.616675993,2.41959799,0.281803543,-0.155831166,-2392045,3858335
3,0.3321,0.11,0.0736,0.1067,0.10604306,4.04E-07,6.05E-06,0.3617,0.3822,0.2433,0.1578,0.037,0.1495,0.2833,0.3317,-0.390285714,0.015228426,-0.330922242,0.502375028,0.500138879,0.502375028,-0.513673655,2.221404682,0.1522158,-0.154327424,-2392035,3858355
3,0.3536,0.054,0.041,0.0774,0.21033676,5.28E-07,1.01E-05,0.3615,0.3665,0.2119,0.1265,0.0333,0.1238,0.2903,0.3378,-0.464915313,-0.178082192,-0.103633917,0.735034347,0.605795197,0.735034347,-0.640835267,2.856219709,0.392575928,-0.250574713,-2392335,3858495
2,0.2912,0.0389,0.0277,0.05,0.09234444,3.75E-07,6.93E-06,0.3133,0.3397,0.1566,0.0844,0.0264,0.0889,0.2296,0.2852,-0.515972894,-0.124859393,-0.024029575,0.764313844,0.523294225,0.764313844,-0.706916764,3.275590551,0.391236307,-0.300580616,-2392305,3858415
6,0.3011,0.0661,0.0494,0.0783,0.12111894,5.77E-07,8.27E-06,0.3195,0.3465,0.2272,0.1329,0.0356,0.1276,0.251,0.2887,-0.487397709,-0.084487535,-0.162352941,0.639978214,0.51736739,0.639978214,-0.587243015,2.359717868,0.317501291,-0.139882642,-2392545,3857825
3,0.3002,0.0652,0.0455,0.0782,0.15963836,3.70E-07,8.30E-06,0.3328,0.3367,0.2257,0.1299,0.0341,0.1261,0.2601,0.3029,-0.485357025,-0.090655509,-0.14321608,0.643130816,0.507573233,0.643130816,-0.586680761,2.380650278,0.318348144,-0.141661913,-2392565,3857805
3,0.3341,0.0621,0.0497,0.0815,0.14974083,8.58E-07,7.78E-06,0.3454,0.3418,0.2257,0.1322,0.0616,0.123,0.2701,0.3152,-0.469401042,-0.135097493,0.106918239,0.686521959,0.579594438,0.686521959,-0.607795958,2.716260163,0.329011345,-0.193640586,-2392665,3857845
3,0.3502,0.0555,0.0423,0.0701,0.082070485,2.28E-07,4.58E-06,0.3529,0.352,0.236,0.161,0.0529,0.1396,0.2782,0.3263,-0.541979745,-0.116242038,0.111344538,0.726398817,0.600314799,0.726398817,-0.666428741,2.508595989,0.431060994,-0.194814057,-2392895,3858675
5,0.5342,0.4801,0.4456,0.4822,0.19038524,2.53E-07,5.23E-06,0.4746,0.372,0.385,0.2863,0.1113,0.4023,0.4494,0.4716,0.112084871,-0.002182272,-0.600287305,0.053337277,0.797352722,0.053337277,-0.05116096,1.327864778,-0.088168631,-0.162315057,-2393685,3859215
2,0.3312,0.0431,0.0384,0.0659,0.14974001,2.83E-07,8.70E-06,0.347,0.3917,0.1837,0.0978,0.0382,0.1057,0.2705,0.3239,-0.471955128,-0.209174312,-0.002610966,0.769703446,0.602934399,0.769703446,-0.668093679,3.133396405,0.420698925,-0.286463391,-2393825,3859415
3,0.4058,0.0616,0.0479,0.0946,0.10647468,1.94E-07,5.86E-06,0.4246,0.3899,0.2399,0.1304,0.0626,0.1495,0.336,0.3888,-0.434379671,-0.211267606,0.133031674,0.736414206,0.672880698,0.736414206,-0.621902478,2.714381271,0.416390336,-0.256930463,-2394065,3859535
3,0.3596,0.0661,0.0492,0.0901,0.07703758,2.25E-07,4.39E-06,0.3824,0.4105,0.2511,0.1394,0.0575,0.1507,0.3061,0.3535,-0.471864009,-0.153649168,0.077788191,0.689452666,0.600418108,0.689452666,-0.599288414,2.386197744,0.390221402,-0.177664975,-2394135,3859595
3,0.3652,0.0871,0.0649,0.097,0.13881956,4.43E-07,6.33E-06,0.4207,0.4361,0.2301,0.1349,0.0379,0.1312,0.3308,0.3914,-0.406909202,-0.053775122,-0.262645914,0.614857396,0.589486457,0.614857396,-0.580268282,2.783536585,0.202015575,-0.226944398,-2394135,3859675
2,0.3412,0.0545,0.041,0.0674,0.09925678,3.13E-07,7.64E-06,0.3378,0.291,0.2103,0.1262,0.0419,0.1199,0.2663,0.3152,-0.514584084,-0.105824446,0.010856454,0.724538792,0.586830308,0.724538792,-0.670093,2.845704754,0.375,-0.237352675,-2394725,3860465
2,0.2386,0.0625,0.0409,0.0627,0.08864575,7.40E-07,7.69E-06,0.2615,0.2974,0.2013,0.1326,0.0388,0.1117,0.2082,0.2342,-0.525,-0.001597444,-0.026348808,0.58485553,0.408616138,0.58485553,-0.583803518,2.136078782,0.282433984,-0.084791998,-2394755,3860485
2,0.1866,0.0752,0.05,0.0665,0.10262366,8.37E-07,9.89E-06,0.2034,0.2427,0.1876,0.1366,0.0487,0.1047,0.1607,0.184,-0.476584022,0.061397318,-0.013171226,0.425515661,0.309866962,0.425515661,-0.474516002,1.782234957,0.163979989,0.002672368,-2394655,3860415
3,0.3885,0.0466,0.04,0.0707,0.08139582,2.19E-07,4.36E-06,0.4036,0.3498,0.2154,0.1203,0.0422,0.1211,0.322,0.3804,-0.505767214,-0.205456095,0.02676399,0.785796369,0.675864337,0.785796369,-0.692073171,3.208092486,0.444245677,-0.28663686,-2394785,3860455
1,0.3827,0.0274,0.0251,0.0488,0.07145054,1.58E-07,4.14E-06,0.425,0.4245,0.173,0.0818,0.0265,0.0942,0.3233,0.401,-0.559963931,-0.280839895,0.027131783,0.866374055,0.683923906,0.866374055,-0.773812283,4.062632696,0.549342105,-0.377361886,-2395055,3860335
2,0.2946,0.0564,0.0373,0.0678,0.073626816,2.09E-07,4.82E-06,0.3301,0.3181,0.2141,0.1313,0.0305,0.1185,0.255,0.2993,-0.518978361,-0.09178744,-0.100294985,0.678632479,0.502567892,0.678632479,-0.625827815,2.486075949,0.355060034,-0.158246511,-2395845,3861725
5,0.3693,0.1304,0.1683,0.2305,0.11477612,5.47E-07,5.54E-06,0.3907,0.3725,0.2661,0.1658,0.0362,0.1695,0.2993,0.3449,-0.071687475,-0.27736215,-0.64596577,0.478086852,0.891393558,0.478086852,-0.23141047,2.178761062,0.130376792,-0.162417375,-2395815,3861625
5,0.2474,0.1273,0.094,0.1181,0.082142,1.76E-07,5.45E-06,0.2778,0.2942,0.2665,0.21,0.0765,0.1739,0.2368,0.2624,-0.385855434,0.037489813,-0.102639296,0.320523085,0.376052672,0.320523085,-0.35376197,1.422656699,0.154714475,0.037166764,-2395435,3861315
5,0.3322,0.0743,0.0704,0.0961,0.09062402,3.11E-07,5.23E-06,0.3691,0.3547,0.2399,0.1332,0.0343,0.1336,0.2908,0.3362,-0.42797619,-0.127934272,-0.344794651,0.634440344,0.60496,0.634440344,-0.551249124,2.486526946,0.285233285,-0.161335431,-2397045,3862795
5,0.3246,0.0676,0.0692,0.0931,0.094121024,2.68E-07,5.47E-06,0.3785,0.3516,0.2401,0.1328,0.0336,0.1332,0.2996,0.3463,-0.441176471,-0.158680772,-0.346303502,0.655277919,0.61418428,0.655277919,-0.554225521,2.436936937,0.326693227,-0.149636975,-2397055,3862795
3,0.3186,0.0661,0.0485,0.0805,0.117592566,2.80E-07,7.40E-06,0.337,0.3381,0.2379,0.1599,0.0599,0.1436,0.2715,0.3133,-0.494346734,-0.098226467,0.105166052,0.656355602,0.540456547,0.656355602,-0.596592333,2.218662953,0.369575584,-0.145013477,-2396985,3862765
5,0.2628,0.1787,0.073,0.0918,0.07283365,1.67E-07,3.47E-06,0.2804,0.3197,0.4069,0.3609,0.065,0.2055,0.2642,0.2784,-0.631842791,0.321256932,-0.057971014,0.190486976,0.26758042,0.190486976,-0.482233503,1.278832117,0.069755336,0.215170972,-2396815,3862635
3,0.4049,0.0665,0.048,0.0883,0.057215136,1.91E-07,3.48E-06,0.3765,0.3501,0.2359,0.1393,0.0719,0.1247,0.2808,0.3312,-0.455274522,-0.140826873,0.199332777,0.717861689,0.654996883,0.717861689,-0.641930251,3.246992783,0.304393305,-0.263732834,-2396775,3862575
5,0.3805,0.1171,0.0986,0.1347,0.120105855,3.17E-07,5.58E-06,0.352,0.3531,0.2695,0.1855,0.0877,0.1755,0.2926,0.3323,-0.333498268,-0.069896743,-0.058507783,0.529340836,0.620832093,0.529340836,-0.477096273,2.168091168,0.199589884,-0.170769231,-2396525,3862265
5,0.3607,0.0555,0.0451,0.0808,0.11565118,3.54E-07,6.15E-06,0.3911,0.3706,0.2344,0.1255,0.0395,0.131,0.3071,0.3557,-0.487309645,-0.185619956,-0.066193853,0.733301297,0.624331403,0.733301297,-0.633975085,2.753435115,0.404825737,-0.212233238,-2397055,3862785
5,0.3376,0.051,0.0378,0.069,0.17210776,2.05E-07,9.97E-06,0.3515,0.3776,0.2085,0.1117,0.0424,0.1107,0.2759,0.3206,-0.502702703,-0.15,0.057356608,0.7375193,0.583045364,0.7375193,-0.660600098,3.04968383,0.369202226,-0.236403589,-2397025,3862765
5,0.3698,0.0477,0.0385,0.0718,0.108432494,1.68E-07,5.30E-06,0.3904,0.3764,0.221,0.1154,0.0412,0.1183,0.3074,0.3572,-0.509562842,-0.20167364,0.033877039,0.771497006,0.641287255,0.771497006,-0.674818841,3.125950972,0.425301205,-0.251861882,-2397035,3862765
5,0.3269,0.0832,0.0555,0.0897,0.051094905,8.80E-08,3.04E-06,0.333,0.3393,0.258,0.193,0.0569,0.1673,0.279,0.3167,-0.484037964,-0.037593985,0.012455516,0.594245306,0.520658226,0.594245306,-0.569371099,1.953974895,0.335728543,-0.117797914,-2396975,3862745
3,0.3791,0.0398,0.0299,0.0642,0.13443573,3.50E-07,7.31E-06,0.4123,0.4078,0.1989,0.1056,0.0284,0.1155,0.3209,0.3803,-0.511972634,-0.234615385,-0.025728988,0.809978515,0.65149069,0.809978515,-0.710354162,3.282251082,0.487443657,-0.311764706,-2397575,3863475
2,0.2834,0.0501,0.0341,0.0607,0.18444958,6.55E-07,1.21E-05,0.3165,0.304,0.1881,0.108,0.0308,0.1017,0.2603,0.2929,-0.512057878,-0.09566787,-0.050847458,0.699550225,0.495689817,0.699550225,-0.647195583,2.786627335,0.339920949,-0.202120891,-2397635,3863585
5,0.3423,0.0919,0.0675,0.1003,0.105413795,1.68E-07,5.69E-06,0.3744,0.3792,0.2277,0.1447,0.0387,0.1343,0.2979,0.3498,-0.388414634,-0.043704475,-0.271186441,0.576692768,0.550542362,0.576692768,-0.546769092,2.548771407,0.187444739,-0.201052632,-2399075,3867615
1,0.4117,0.0332,0.0295,0.0534,0.0880083,3.87E-07,5.37E-06,0.4254,0.3866,0.1571,0.0739,0.0241,0.0931,0.3104,0.3922,-0.49263658,-0.233256351,-0.100746269,0.850752978,0.716763214,0.850752978,-0.770371963,4.422126745,0.474267617,-0.447609001,-2398825,3867735
1,0.435,0.0334,0.0285,0.0537,0.15051602,3.94E-07,8.53E-06,0.4252,0.4097,0.1846,0.093,0.0265,0.0996,0.3176,0.3942,-0.549307595,-0.233065442,-0.036363636,0.857386849,0.741462385,0.857386849,-0.780233272,4.36746988,0.497744361,-0.404131698,-2398795,3867655
5,0.3966,0.2737,0.3408,0.278,0.09721654,1.89E-07,3.21E-06,0.4239,0.3562,0.3566,0.2916,0.1152,0.2836,0.3383,0.4034,-0.123857548,-0.007794091,-0.494736842,0.183350738,1.486743993,0.183350738,-0.175807886,1.398448519,0.01776422,-0.053106745,-2398815,3865715
5,0.4228,0.3443,0.3122,0.3407,0.17108037,2.84E-07,5.93E-06,0.3801,0.3459,0.3247,0.2668,0.0866,0.2789,0.344,0.3602,0.024045687,0.005255474,-0.565697091,0.102333464,0.621305902,0.102333464,-0.107531107,1.51595554,-0.104942234,-0.131237458,-2398575,3865185
5,0.3276,0.1371,0.0934,0.1287,0.0973224,2.19E-07,5.61E-06,0.3233,0.3565,0.2689,0.1991,0.0558,0.1668,0.2632,0.3031,-0.352615694,0.031602709,-0.252010724,0.409941898,0.470373181,0.409941898,-0.435897436,1.964028777,0.097729516,-0.098407376,-2398355,3864665
2,0.2156,0.0637,0.0378,0.058,0.113350436,8.33E-07,8.54E-06,0.2508,0.3069,0.1964,0.1372,0.0319,0.1049,0.1969,0.2289,-0.544025157,0.046836483,-0.084648494,0.543859649,0.361637374,0.543859649,-0.576023392,2.055290753,0.244365362,-0.046601942,-2397835,3863965
5,0.3395,0.1044,0.0739,0.1086,0.09963984,1.66E-07,5.67E-06,0.3669,0.3859,0.2643,0.1651,0.0475,0.1612,0.2995,0.3374,-0.417538214,-0.01971831,-0.217462932,0.529623789,0.527290759,0.529623789,-0.515286766,2.106079404,0.213855422,-0.124544551,-2396265,3862665
5,0.3198,0.0918,0.0698,0.1,0.10059011,1.77E-07,5.29E-06,0.3686,0.3868,0.2645,0.1655,0.049,0.1612,0.3012,0.3395,-0.451303155,-0.042752868,-0.175084175,0.55393586,0.525350753,0.55393586,-0.523582658,1.983870968,0.2743083,-0.094643163,-2396275,3862675
5,0.2795,0.1507,0.1065,0.1289,0.10022506,1.82E-07,6.15E-06,0.2914,0.3484,0.2907,0.2443,0.0839,0.19,0.2583,0.2785,-0.385605338,0.077968526,-0.118697479,0.29939563,0.395718257,0.29939563,-0.368756121,1.471052632,0.115350748,0.019642231,-2396385,3862485
2,0.3804,0.0492,0.0385,0.0719,0.13137475,4.70E-07,7.62E-06,0.3785,0.361,0.2142,0.1254,0.0367,0.1212,0.3122,0.3558,-0.497378539,-0.18744839,-0.02393617,0.770949721,0.650250568,0.770949721,-0.682069423,3.138613861,0.422535211,-0.279515641,-2395815,3862955
2,0.4968,0.0302,0.033,0.0704,0.098755926,7.29E-08,4.22E-06,0.5272,0.482,0.2398,0.119,0.0326,0.1137,0.4063,0.4918,-0.546099291,-0.399602386,-0.006097561,0.885388994,0.847116393,0.885388994,-0.751763047,4.36939314,0.580264072,-0.348900353,-2395655,3863055
2,0.4445,0.0364,0.0367,0.0719,0.19739538,2.09E-07,8.10E-06,0.4808,0.5059,0.2307,0.1177,0.0403,0.1241,0.3852,0.4546,-0.524785195,-0.327793167,0.046753247,0.848617176,0.774582928,0.848617176,-0.721533695,3.58178888,0.546417445,-0.316646919,-2395605,3863095
2,0.2915,0.0835,0.0577,0.0853,0.33798915,9.31E-07,1.67E-05,0.3076,0.3053,0.2348,0.1578,0.0535,0.1385,0.2485,0.286,-0.46704155,-0.010663507,-0.037769784,0.554666667,0.47453576,0.554666667,-0.547239915,2.104693141,0.247747748,-0.107733232,-2395325,3863465
3,0.3627,0.0548,0.0422,0.0774,0.16959526,6.23E-07,1.03E-05,0.3822,0.3618,0.2091,0.1172,0.0366,0.1276,0.3126,0.3586,-0.459685864,-0.170953101,-0.07106599,0.73748503,0.6196,0.73748503,-0.648261759,2.842476489,0.399122807,-0.268625393,-2395275,3863315
2,0.4307,0.0386,0.0316,0.0657,0.18751664,1.66E-07,8.64E-06,0.4509,0.4171,0.2235,0.1158,0.0282,0.1229,0.3668,0.4216,-0.545643154,-0.259827421,-0.056856187,0.83549968,0.728372974,0.83549968,-0.735294118,3.504475183,0.521981424,-0.316722715,-2395115,3863365
3,0.4253,0.0619,0.0486,0.0905,0.08867612,2.00E-07,4.33E-06,0.4496,0.4586,0.2135,0.1068,0.0378,0.1506,0.361,0.4183,-0.404605263,-0.187664042,-0.125,0.74589491,0.69916911,0.74589491,-0.649088794,2.824037185,0.417411765,-0.331559173,-2394435,3863885
6,0.3018,0.1495,0.0923,0.1344,0.13208698,2.81E-07,8.48E-06,0.3141,0.2858,0.2964,0.2072,0.049,0.1849,0.2523,0.2762,-0.376044568,0.053187742,-0.306440198,0.337469532,0.401579768,0.337469532,-0.383768913,1.63223364,0.105861244,-0.009027081,-2394625,3863725
6,0.2692,0.1193,0.0679,0.1001,0.116676904,5.99E-07,7.04E-06,0.278,0.3087,0.24,0.1701,0.0438,0.1598,0.2351,0.263,-0.411349603,0.087511395,-0.215756491,0.385842986,0.375199051,0.385842986,-0.457893312,1.684605757,0.14510928,-0.057344855,-2394635,3863655
3,0.3672,0.0557,0.042,0.082,0.12009792,1.76E-07,6.38E-06,0.3822,0.4311,0.2177,0.1126,0.0342,0.1314,0.3029,0.3501,-0.452786119,-0.190994916,-0.102362205,0.736580752,0.621970571,0.736580752,-0.6349065,2.794520548,0.404596472,-0.255599248,-2394605,3863595
3,0.435,0.0448,0.037,0.078,0.17107695,2.48E-07,8.85E-06,0.4485,0.4409,0.1967,0.0934,0.0373,0.1312,0.3555,0.4175,-0.432107754,-0.270358306,0.004037685,0.813255523,0.731052373,0.813255523,-0.695906433,3.31554878,0.490909091,-0.37723603,-2394435,3863485
1,0.3738,0.052,0.0403,0.0738,0.11621404,1.79E-07,6.43E-06,0.401,0.4106,0.201,0.1089,0.0391,0.1232,0.3129,0.3712,-0.462882096,-0.173290938,-0.01511335,0.755753875,0.637851903,0.755753875,-0.670241287,3.034090909,0.406392694,-0.300626305,-2393915,3864335
5,0.4572,0.2629,0.2222,0.266,0.1732571,7.98E-07,6.45E-06,0.4584,0.3803,0.3823,0.289,0.0781,0.3093,0.4135,0.4452,-0.179392257,-0.005861221,-0.47985348,0.269823636,0.643300928,0.269823636,-0.264380531,1.478176528,0.081090528,-0.089219774,-2393615,3864715
5,0.3391,0.1531,0.1131,0.1457,0.084894076,2.94E-07,4.93E-06,0.3628,0.3244,0.2505,0.1842,0.051,0.1644,0.2953,0.3386,-0.264512872,0.02476573,-0.378427788,0.377895165,0.492851822,0.377895165,-0.398927393,2.062652068,0.035590551,-0.15027137,-2393285,3864865
5,0.3501,0.075,0.0515,0.0802,0.09552584,3.87E-07,6.42E-06,0.3928,0.3951,0.2237,0.1328,0.0378,0.126,0.3106,0.3668,-0.472194801,-0.033505155,-0.153415454,0.647141849,0.566007709,0.647141849,-0.627236812,2.778571429,0.253731343,-0.220285814,-2393105,3864915
1,0.3796,0.0461,0.0417,0.0606,0.10676301,2.23E-07,5.63E-06,0.4259,0.4084,0.1962,0.1002,0.0402,0.0987,0.3077,0.3865,-0.528037383,-0.135895033,-0.018315018,0.783415551,0.672075626,0.783415551,-0.724670604,3.845997974,0.363259669,-0.318513373,-2394815,3864355
